Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance,Midterm_Score,Final_Score,Assignments,Quizzes_Avg,Participation,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular,Internet_Access,Parent_Education,Family_Income,Stress_Level
S7080,Ahmed,Jones,student6080@univ.edu,Male,21,Mathematics,96.86,67.3,91.06,67.71,93.18,85.04,98.09,82.88,B,24.8,No,No,Master's,Low,1
S7081,Ananya,Jones,student6081@univ.edu,Male,19,Engineering,72.86,89.53,76.84,58.1,42.76,55.61,89.34,75.67,B,20.5,No,No,Bachelor's,Medium,1
S7082,Sophia,Johnson,student6082@univ.edu,Female,24,CS,81.09,40.21,63.95,57.89,67.27,99.42,93.98,61.94,C,12.8,No,Yes,High School,High,4
S7083,Liam,Brown,student6083@univ.edu,Male,18,Business,83.74,67.62,47.15,99.49,65.51,65.4,82.38,67.24,C,9.8,Yes,Yes,Bachelor's,Low,9
S7084,Sophia,Sharma,student6084@univ.edu,Male,20,Engineering,68.89,50.59,61.15,59.98,95.58,80.0,94.89,66.84,C,26.2,Yes,No,Bachelor's,High,1
S7085,Sophia,Singh,student6085@univ.edu,Male,18,Mathematics,88.13,53.35,73.84,59.31,47.95,74.28,81.23,65.06,C,8.9,Yes,Yes,PhD,High,10
S7086,Arjun,Brown,student6086@univ.edu,Male,20,Physics,74.1,43.65,79.37,99.37,84.39,89.09,73.82,73.11,B,7.4,Yes,Yes,Master's,High,8
S7087,Ahmed,Smith,student6087@univ.edu,Female,23,CS,89.06,54.11,61.36,85.15,94.29,64.04,98.08,71.92,B,18.0,Yes,No,Bachelor's,Low,9
S7088,Lucas,Singh,student6088@univ.edu,Male,24,CS,64.9,68.51,87.33,76.9,84.87,68.36,77.3,79.31,B,12.1,Yes,Yes,Bachelor's,Medium,3
S7089,Arjun,Patel,student6089@univ.edu,Male,23,Engineering,68.05,55.34,64.25,90.48,89.74,41.44,77.64,70.51,B,15.4,Yes,Yes,Master's,Low,7
S7090,Ananya,Smith,student6090@univ.edu,Female,21,Physics,82.84,75.62,55.38,95.96,96.13,37.38,85.15,75.07,B,5.8,Yes,No,Master's,Low,8
S7091,Ahmed,Johnson,student6091@univ.edu,Male,21,Engineering,61.86,92.68,78.22,66.23,80.19,89.21,93.55,82.53,B,5.5,Yes,Yes,Master's,Low,4
S7092,Ananya,Smith,student6092@univ.edu,Female,21,Physics,92.73,86.93,72.76,74.0,46.66,46.77,74.52,74.14,B,26.6,No,Yes,High School,Medium,3
S7093,Sophia,Smith,student6093@univ.edu,Male,23,Business,92.13,67.28,83.21,88.29,74.74,45.42,67.4,76.77,B,9.1,Yes,No,None,Low,1
S7094,John,Smith,student6094@univ.edu,Female,25,Business,60.29,44.43,81.78,51.67,63.99,99.0,89.76,67.34,C,23.8,No,Yes,High School,Low,8
S7095,Ananya,Johnson,student6095@univ.edu,Male,20,Physics,70.99,75.3,67.43,81.19,66.15,67.17,99.42,76.13,B,13.2,Yes,No,Master's,Low,3
S7096,Sophia,Sharma,student6096@univ.edu,Female,18,CS,68.66,64.67,68.84,54.28,88.36,59.54,70.66,67.84,C,21.5,No,Yes,Bachelor's,Medium,5
S7097,Emma,Singh,student6097@univ.edu,Male,23,Business,90.93,94.23,49.54,67.28,50.1,91.66,77.42,67.61,C,26.3,Yes,Yes,None,Medium,1
S7098,Sara,Sharma,student6098@univ.edu,Female,18,Business,99.41,70.26,46.5,68.06,42.17,89.45,50.89,55.9,C,19.8,Yes,No,Master's,Low,10
S7099,John,Davis,student6099@univ.edu,Male,22,Engineering,64.25,40.42,54.09,77.59,44.51,73.04,83.6,57.67,C,29.2,No,No,PhD,Low,6
S7100,Lucas,Sharma,student6100@univ.edu,Female,19,Business,95.98,71.17,83.64,68.18,75.14,58.23,66.85,74.83,B,23.2,No,Yes,None,Medium,10
S7101,Noah,Brown,student6101@univ.edu,Female,21,Engineering,71.87,60.93,60.19,93.52,50.22,56.7,94.39,69.51,C,5.4,No,No,Master's,Low,7
S7102,Rahul,Smith,student6102@univ.edu,Male,23,Engineering,97.91,89.44,62.98,82.65,99.46,68.85,54.84,74.97,B,26.3,Yes,No,Bachelor's,Medium,2
S7103,Lucas,Jones,student6103@univ.edu,Female,19,CS,65.37,54.15,88.04,62.8,84.71,61.34,87.99,75.44,B,10.8,Yes,Yes,None,Low,2
S7104,Lucas,Singh,student6104@univ.edu,Female,22,CS,76.78,57.5,53.7,65.72,59.38,96.88,76.66,60.47,C,16.6,Yes,Yes,Bachelor's,Low,3
S7105,Emma,Sharma,student6105@univ.edu,Male,25,Physics,80.13,94.79,75.95,85.17,58.82,63.01,59.2,77.82,B,22.1,No,Yes,High School,Low,5
S7106,Sophia,Jones,student6106@univ.edu,Male,23,CS,73.78,81.16,51.72,70.18,68.27,41.66,53.48,63.77,C,12.9,No,No,Bachelor's,Low,1
S7107,Lucas,Singh,student6107@univ.edu,Female,18,Business,81.8,75.9,63.39,75.01,72.59,65.83,54.52,67.85,C,15.1,Yes,Yes,None,High,10
S7108,Sophia,Johnson,student6108@univ.edu,Female,22,Mathematics,68.17,69.36,81.69,78.97,53.31,44.54,51.85,70.89,B,15.7,Yes,Yes,None,Low,3
S7109,Noah,Patel,student6109@univ.edu,Female,22,Physics,77.31,53.0,82.03,69.32,80.16,74.8,80.24,72.41,B,27.7,No,No,Bachelor's,Medium,10
S7110,Omar,Jones,student6110@univ.edu,Female,18,Mathematics,60.64,43.74,79.72,67.68,99.19,45.15,59.17,67.78,C,19.7,No,No,PhD,High,8
S7111,Lucas,Patel,student6111@univ.edu,Female,24,Physics,71.18,58.73,90.66,51.31,71.88,53.44,67.3,71.39,B,11.2,No,No,None,High,2
S7112,Sophia,Johnson,student6112@univ.edu,Female,19,Mathematics,65.39,41.9,94.32,83.02,86.63,34.55,50.74,72.21,B,20.0,No,Yes,Master's,Low,10
S7113,Noah,Sharma,student6113@univ.edu,Female,25,Business,88.95,61.72,61.33,69.22,49.17,82.77,60.76,61.31,C,13.1,Yes,Yes,Bachelor's,Medium,6
S7114,Omar,Patel,student6114@univ.edu,Male,25,Mathematics,86.85,40.01,82.14,94.95,43.1,71.41,70.42,67.87,C,7.0,Yes,Yes,Bachelor's,Medium,3
S7115,Ananya,Brown,student6115@univ.edu,Female,24,Engineering,87.29,73.68,75.35,90.67,57.22,77.39,87.17,77.19,B,9.2,No,No,None,Low,5
S7116,Ananya,Singh,student6116@univ.edu,Female,23,Physics,98.28,58.7,79.25,87.7,70.24,39.01,63.78,72.16,B,10.9,Yes,Yes,Master's,Low,3
S7117,Maria,Jones,student6117@univ.edu,Female,23,Physics,80.75,54.37,70.07,64.41,40.06,55.43,80.34,63.84,C,24.3,No,No,None,High,2
S7118,Arjun,Johnson,student6118@univ.edu,Male,21,CS,61.13,54.21,94.2,63.09,86.63,65.66,56.11,73.07,B,21.1,Yes,No,Master's,Low,4
S7119,Ava,Sharma,student6119@univ.edu,Female,25,Mathematics,98.65,88.78,77.97,75.61,59.16,54.99,67.31,76.84,B,28.1,Yes,No,High School,Low,7
S7120,Emma,Jones,student6120@univ.edu,Female,23,Mathematics,68.45,60.79,63.76,70.45,40.25,48.97,74.93,63.35,C,24.0,Yes,Yes,Bachelor's,Low,10
S7121,Arjun,Smith,student6121@univ.edu,Female,23,Engineering,82.78,61.17,76.58,83.29,54.88,37.26,90.16,73.6,B,18.2,Yes,Yes,High School,Low,6
S7122,Lucas,Williams,student6122@univ.edu,Female,18,Mathematics,67.06,54.41,82.15,82.66,96.71,62.55,52.61,72.32,B,22.5,No,No,High School,Medium,4
S7123,Noah,Patel,student6123@univ.edu,Female,19,Engineering,70.2,57.81,50.82,65.45,89.77,70.37,55.46,59.35,C,19.7,No,No,Master's,High,2
S7124,Sophia,Jones,student6124@univ.edu,Male,25,CS,85.34,88.67,87.28,53.14,92.0,33.56,57.71,78.54,B,7.8,Yes,No,Bachelor's,Low,9
S7125,Lucas,Brown,student6125@univ.edu,Female,22,Mathematics,67.27,84.18,77.74,84.35,95.33,57.43,50.16,77.96,B,21.0,Yes,No,PhD,Medium,3
S7126,Ava,Singh,student6126@univ.edu,Male,18,Physics,94.72,93.69,60.01,91.11,90.95,40.11,81.57,79.42,B,9.3,Yes,Yes,Bachelor's,High,7
S7127,Omar,Smith,student6127@univ.edu,Female,20,Business,77.87,88.36,83.42,78.52,88.52,40.7,59.75,80.88,B,10.2,No,Yes,None,Low,3
S7128,Omar,Singh,student6128@univ.edu,Female,19,Mathematics,91.04,89.0,70.96,97.9,83.68,69.46,80.58,82.23,B,26.2,No,Yes,None,Low,3
S7129,Sara,Singh,student6129@univ.edu,Male,23,CS,63.61,49.24,54.65,94.74,96.7,54.93,96.19,69.75,C,18.7,No,Yes,Bachelor's,High,9
S7130,Ahmed,Brown,student6130@univ.edu,Male,18,CS,78.93,85.8,70.03,72.72,40.96,30.9,81.38,73.17,B,6.8,Yes,No,Master's,Low,7
S7131,John,Brown,student6131@univ.edu,Male,25,Engineering,89.48,74.23,65.18,85.49,99.58,47.24,77.85,75.83,B,26.1,Yes,No,Bachelor's,Medium,10
S7132,Ahmed,Jones,student6132@univ.edu,Female,23,Business,60.67,51.19,68.65,77.61,45.18,58.52,75.99,64.38,C,15.6,No,Yes,Bachelor's,Low,9
S7133,Noah,Johnson,student6133@univ.edu,Male,23,CS,88.02,82.43,65.31,71.28,82.32,68.87,93.52,76.42,B,17.0,Yes,Yes,High School,Low,10
S7134,Sophia,Singh,student6134@univ.edu,Female,22,Business,82.97,47.08,85.98,71.11,83.14,60.06,50.05,68.35,C,15.0,Yes,Yes,Master's,High,9
S7135,Ananya,Singh,student6135@univ.edu,Male,25,CS,65.9,61.92,57.67,60.13,47.43,81.0,87.74,62.59,C,11.6,Yes,No,Bachelor's,Low,7
S7136,Arjun,Brown,student6136@univ.edu,Female,18,Mathematics,79.81,65.52,59.54,63.88,51.16,91.1,91.67,65.67,C,15.4,No,Yes,Master's,Medium,9
S7137,Sophia,Singh,student6137@univ.edu,Male,22,CS,88.85,67.41,44.7,91.12,53.16,79.48,76.37,62.94,C,22.3,No,No,None,Medium,10
S7138,Lucas,Davis,student6138@univ.edu,Female,20,CS,78.85,78.64,41.8,52.04,93.78,82.48,91.42,65.19,C,16.4,Yes,No,PhD,Medium,2
S7139,Omar,Patel,student6139@univ.edu,Male,19,Mathematics,78.39,69.37,53.4,86.68,89.77,93.51,75.85,69.39,C,15.4,No,No,Master's,Medium,4
S7140,Rahul,Smith,student6140@univ.edu,Female,20,CS,93.24,81.4,87.7,82.79,93.0,36.23,83.98,85.36,A,7.2,No,Yes,None,Medium,7
S7141,Maria,Singh,student6141@univ.edu,Female,24,Physics,89.96,74.56,40.88,79.96,48.78,39.97,57.52,58.45,C,17.1,Yes,No,PhD,Medium,4
S7142,Arjun,Smith,student6142@univ.edu,Female,21,Engineering,64.62,46.91,54.09,50.04,56.55,73.29,80.08,55.83,C,29.2,No,No,Bachelor's,High,2
S7143,John,Patel,student6143@univ.edu,Male,25,Business,64.79,87.61,61.52,69.35,60.93,38.73,73.93,71.02,B,24.7,Yes,No,Master's,Low,10
S7144,Mia,Jones,student6144@univ.edu,Male,25,Engineering,95.02,92.96,83.19,81.15,69.85,91.24,86.98,84.56,B,9.0,No,No,Bachelor's,High,2
S7145,Noah,Jones,student6145@univ.edu,Female,20,Physics,87.3,63.71,72.77,94.92,79.15,95.71,93.32,77.55,B,8.2,Yes,Yes,High School,Low,7
S7146,Ava,Smith,student6146@univ.edu,Female,19,Business,60.47,61.14,87.59,61.51,81.48,63.32,87.3,76.41,B,9.1,No,No,Master's,Low,9
S7147,Noah,Johnson,student6147@univ.edu,Female,18,Mathematics,69.56,53.34,70.17,64.48,88.7,54.28,83.04,68.89,C,28.7,No,Yes,Bachelor's,High,6
S7148,Sophia,Brown,student6148@univ.edu,Female,23,Physics,84.28,53.32,85.68,50.63,55.39,57.12,59.8,65.42,C,20.1,No,Yes,High School,High,9
S7149,Liam,Jones,student6149@univ.edu,Female,22,Mathematics,82.32,62.36,56.19,71.7,57.47,45.49,67.56,61.89,C,20.1,No,Yes,PhD,High,5
S7150,Rahul,Williams,student6150@univ.edu,Female,18,CS,85.94,56.35,92.11,63.1,82.73,35.7,83.24,76.55,B,16.5,No,Yes,Master's,High,2
S7151,Maria,Smith,student6151@univ.edu,Male,18,Mathematics,82.76,50.12,63.85,88.31,86.03,46.63,67.63,66.87,C,5.1,Yes,No,None,Low,1
S7152,Mia,Williams,student6152@univ.edu,Male,25,Engineering,63.6,46.97,56.15,87.95,70.62,85.48,87.75,64.81,C,19.7,Yes,Yes,Master's,Low,3
S7153,Lucas,Williams,student6153@univ.edu,Female,25,Mathematics,79.99,91.22,71.31,74.14,92.15,35.0,82.8,80.52,B,7.8,No,No,Bachelor's,Low,10
S7154,Omar,Smith,student6154@univ.edu,Male,22,Physics,92.79,83.6,67.7,83.05,86.36,63.83,95.3,79.98,B,15.9,No,Yes,Master's,High,4
S7155,Mia,Patel,student6155@univ.edu,Male,19,Mathematics,95.68,72.05,63.44,50.2,57.73,90.75,71.44,64.24,C,15.5,No,No,PhD,High,2
S7156,Liam,Patel,student6156@univ.edu,Female,23,Engineering,79.58,55.75,67.04,68.79,94.57,69.48,91.71,70.93,B,22.2,Yes,No,PhD,Low,8
S7157,John,Davis,student6157@univ.edu,Male,22,CS,68.5,87.72,44.8,72.43,54.35,67.63,65.0,63.66,C,23.1,No,Yes,PhD,High,8
S7158,Rahul,Johnson,student6158@univ.edu,Male,19,CS,97.48,79.0,59.54,80.0,93.31,48.9,55.91,70.31,B,8.3,No,No,None,Low,7
S7159,Arjun,Jones,student6159@univ.edu,Female,24,Physics,79.79,80.27,76.15,72.69,83.76,74.38,81.41,78.21,B,10.1,No,No,None,High,9
S7160,Emma,Sharma,student6160@univ.edu,Female,18,Mathematics,72.5,58.94,84.45,88.76,55.16,33.86,88.39,76.38,B,15.2,Yes,Yes,Bachelor's,High,9
S7161,Arjun,Singh,student6161@univ.edu,Female,20,Physics,68.79,46.44,40.7,71.39,60.39,78.75,98.83,57.43,C,10.2,Yes,Yes,None,Low,4
S7162,Ava,Williams,student6162@univ.edu,Male,23,Mathematics,69.72,58.55,65.63,84.88,61.12,37.29,86.52,69.43,C,24.9,No,No,None,High,9
S7163,John,Davis,student6163@univ.edu,Female,21,CS,69.91,47.52,69.03,60.42,62.45,84.42,60.98,60.5,C,25.2,No,No,None,High,4
S7164,Ahmed,Johnson,student6164@univ.edu,Female,22,Engineering,86.96,52.08,68.95,80.7,52.02,40.15,76.56,65.94,C,22.3,Yes,Yes,Bachelor's,High,10
S7165,Mia,Davis,student6165@univ.edu,Male,19,CS,78.6,43.85,90.89,84.75,77.27,75.05,69.93,73.7,B,29.6,No,No,PhD,High,1
S7166,Mia,Patel,student6166@univ.edu,Male,19,Mathematics,65.31,80.65,63.15,94.05,83.04,69.36,96.88,79.21,B,27.8,No,No,Bachelor's,High,5
S7167,Sara,Smith,student6167@univ.edu,Female,23,Business,62.09,50.59,77.18,96.09,65.82,32.68,82.16,72.98,B,9.9,Yes,Yes,Master's,High,4
S7168,Sophia,Johnson,student6168@univ.edu,Male,20,Mathematics,82.09,61.16,70.69,96.62,69.15,32.42,79.05,73.3,B,13.1,Yes,Yes,High School,Medium,6
S7169,Lucas,Singh,student6169@univ.edu,Female,23,Engineering,91.13,65.85,80.78,95.44,61.74,99.26,57.49,73.85,B,21.1,No,Yes,Bachelor's,High,2
S7170,Ahmed,Williams,student6170@univ.edu,Male,24,Physics,61.39,51.72,74.86,52.31,46.11,50.37,78.78,63.41,C,5.4,Yes,Yes,PhD,Low,8
S7171,Rahul,Smith,student6171@univ.edu,Male,18,Physics,79.29,74.42,62.14,53.38,76.65,72.41,75.3,67.32,C,22.3,Yes,Yes,PhD,Medium,3
S7172,Ava,Johnson,student6172@univ.edu,Female,23,Business,68.31,77.32,48.88,69.63,44.05,87.34,76.91,62.82,C,29.3,Yes,Yes,High School,High,2
S7173,Emma,Jones,student6173@univ.edu,Female,23,Business,97.69,94.92,45.57,80.33,64.45,67.29,65.44,67.99,C,6.2,Yes,Yes,Master's,High,8
S7174,Mia,Singh,student6174@univ.edu,Female,23,Engineering,88.31,93.12,69.28,66.48,96.3,55.53,95.73,81.49,B,26.4,No,No,High School,High,5
S7175,Ava,Patel,student6175@univ.edu,Male,21,Mathematics,81.15,77.23,78.52,82.05,49.64,78.49,50.16,71.58,B,22.8,Yes,Yes,Bachelor's,Medium,5
S7176,Noah,Singh,student6176@univ.edu,Male,22,Engineering,82.19,54.29,84.21,70.26,69.15,31.94,70.07,71.01,B,9.2,No,Yes,Master's,Medium,4
S7177,Omar,Singh,student6177@univ.edu,Male,21,CS,71.05,53.87,42.53,73.02,71.36,69.97,73.11,57.41,C,26.7,Yes,Yes,Master's,Medium,10
S7178,John,Smith,student6178@univ.edu,Male,22,Business,61.51,73.76,87.64,52.05,69.78,71.23,59.55,72.83,B,11.3,Yes,Yes,None,Medium,3
S7179,John,Singh,student6179@univ.edu,Male,20,Engineering,91.42,71.21,57.37,88.24,84.8,54.18,74.43,70.76,B,21.6,No,No,None,High,3
S7180,Maria,Brown,student6180@univ.edu,Female,18,Mathematics,73.73,74.6,53.81,64.6,58.64,95.52,91.68,66.79,C,19.1,Yes,No,Master's,Medium,10
S7181,Emma,Williams,student6181@univ.edu,Female,18,Mathematics,82.55,43.09,75.72,66.41,76.74,88.82,52.27,62.75,C,20.2,No,No,None,High,7
S7182,Ava,Davis,student6182@univ.edu,Female,25,Business,82.57,51.37,75.55,77.74,86.04,37.74,72.18,70.38,B,29.9,No,Yes,Master's,High,7
S7183,Sara,Singh,student6183@univ.edu,Female,23,Business,87.57,77.64,57.48,54.69,96.97,37.38,99.64,72.37,B,8.1,No,No,PhD,Medium,1
S7184,Omar,Patel,student6184@univ.edu,Male,22,Engineering,66.84,56.96,68.18,89.52,98.26,55.12,51.02,69.01,C,20.4,No,No,PhD,Low,8
S7185,Sara,Jones,student6185@univ.edu,Female,20,Mathematics,88.43,61.86,50.09,65.3,79.35,64.59,87.17,63.8,C,10.5,Yes,Yes,Master's,High,3
S7186,Sophia,Smith,student6186@univ.edu,Female,20,Business,93.68,48.57,58.15,79.56,84.21,48.63,97.41,67.46,C,22.7,Yes,No,Master's,Medium,8
S7187,Emma,Singh,student6187@univ.edu,Female,24,CS,68.71,79.92,78.3,87.63,94.95,79.82,67.6,80.16,B,24.8,No,No,Bachelor's,Low,9
S7188,Sara,Smith,student6188@univ.edu,Female,24,Mathematics,87.83,71.58,59.46,96.05,70.77,73.97,70.77,70.81,B,24.5,Yes,Yes,High School,Low,1
S7189,Sophia,Smith,student6189@univ.edu,Male,21,Business,73.64,84.58,45.94,85.45,68.61,78.91,76.57,68.39,C,8.4,No,Yes,Master's,High,3
S7190,Maria,Jones,student6190@univ.edu,Female,23,CS,79.08,93.05,81.52,65.01,96.65,84.53,68.22,81.44,B,20.1,Yes,Yes,Master's,Low,9
S7191,Maria,Patel,student6191@univ.edu,Female,22,Mathematics,77.07,45.32,84.33,59.55,67.48,79.18,96.61,71.02,B,6.6,No,No,High School,Medium,8
S7192,Sara,Davis,student6192@univ.edu,Male,25,Business,75.73,73.81,82.86,96.05,40.03,73.94,50.35,73.42,B,24.7,No,Yes,Master's,Low,6
S7193,John,Davis,student6193@univ.edu,Female,19,Mathematics,65.99,89.2,48.53,88.22,57.36,69.01,80.42,70.32,B,10.2,No,Yes,None,High,3
S7194,Omar,Smith,student6194@univ.edu,Female,19,Mathematics,71.95,45.91,40.29,61.97,70.96,79.95,89.68,55.42,C,6.7,No,No,High School,High,4
S7195,Omar,Patel,student6195@univ.edu,Male,21,Engineering,70.9,82.36,66.45,59.11,63.53,48.9,52.53,66.95,C,24.1,Yes,No,None,High,4
S7196,Omar,Davis,student6196@univ.edu,Male,25,Mathematics,71.67,91.98,88.85,85.81,59.6,49.59,73.76,83.99,B,13.9,Yes,No,None,Low,2
S7197,Omar,Patel,student6197@univ.edu,Female,20,Business,96.05,46.79,79.85,80.54,88.38,67.97,81.48,72.79,B,29.1,No,Yes,High School,High,9
S7198,Lucas,Smith,student6198@univ.edu,Male,23,Mathematics,63.68,45.77,61.65,73.64,51.99,35.79,51.11,56.93,C,24.1,Yes,Yes,None,Medium,1
S7199,Mia,Patel,student6199@univ.edu,Female,19,Engineering,79.4,86.39,59.85,85.17,69.31,72.84,68.51,72.53,B,7.0,Yes,Yes,Bachelor's,Low,6
S7200,Lucas,Brown,student6200@univ.edu,Female,21,CS,97.89,85.98,57.15,97.94,58.03,61.01,87.76,75.16,B,12.7,No,No,Bachelor's,Medium,10
S7201,John,Davis,student6201@univ.edu,Male,22,Mathematics,72.98,62.55,65.76,56.18,41.05,94.34,67.66,61.33,C,7.5,Yes,Yes,Master's,Medium,6
S7202,Maria,Johnson,student6202@univ.edu,Male,22,Engineering,90.37,56.23,49.99,98.13,95.23,37.4,94.96,70.04,B,27.3,No,Yes,Master's,Medium,4
S7203,Sophia,Patel,student6203@univ.edu,Female,23,Physics,85.37,69.14,51.96,56.07,76.38,87.54,84.43,64.18,C,9.5,Yes,Yes,High School,High,4
S7204,Maria,Smith,student6204@univ.edu,Female,20,Physics,71.6,70.05,74.37,53.61,76.84,81.54,59.07,68.13,C,11.2,No,Yes,PhD,Medium,3
S7205,Sara,Brown,student6205@univ.edu,Female,18,CS,70.36,91.69,62.39,76.53,83.46,56.0,55.28,72.88,B,21.4,No,Yes,High School,Medium,4
S7206,Liam,Singh,student6206@univ.edu,Female,21,Mathematics,86.69,54.33,41.94,83.27,82.21,31.82,84.66,61.67,C,28.5,Yes,Yes,PhD,Low,8
S7207,Ananya,Singh,student6207@univ.edu,Female,18,Physics,67.15,68.67,78.32,61.5,85.09,90.77,90.73,75.92,B,11.5,No,No,None,Medium,10
S7208,Sara,Patel,student6208@univ.edu,Male,24,Engineering,92.17,62.73,54.66,58.4,94.54,59.88,93.29,67.02,C,9.0,No,No,High School,Low,2
S7209,Ahmed,Williams,student6209@univ.edu,Female,20,Business,90.68,46.05,40.97,99.75,44.41,62.31,93.92,59.34,C,25.5,Yes,Yes,Bachelor's,High,1
S7210,Rahul,Davis,student6210@univ.edu,Female,18,Physics,78.85,73.6,74.63,55.49,57.09,51.07,68.91,68.89,C,11.8,Yes,Yes,None,High,1
S7211,Ananya,Jones,student6211@univ.edu,Female,24,CS,70.06,59.51,60.86,74.36,50.41,85.18,93.03,66.33,C,11.2,Yes,No,None,Low,2
S7212,Ava,Jones,student6212@univ.edu,Male,23,CS,64.93,79.73,90.83,51.76,40.87,42.84,84.24,76.21,B,29.1,No,Yes,None,Medium,7
S7213,Lucas,Brown,student6213@univ.edu,Female,22,Physics,90.02,71.52,78.53,61.53,81.31,52.5,61.12,71.89,B,10.9,Yes,Yes,High School,Medium,2
S7214,Sara,Singh,student6214@univ.edu,Male,25,Mathematics,86.71,82.2,72.0,53.19,42.28,45.2,64.32,67.6,C,15.1,No,Yes,High School,Low,6
S7215,Ananya,Brown,student6215@univ.edu,Male,22,Physics,63.04,79.88,79.13,67.33,73.78,37.06,70.76,75.76,B,26.4,Yes,Yes,High School,High,10
S7216,Ahmed,Sharma,student6216@univ.edu,Male,19,Mathematics,86.42,45.72,86.62,84.03,67.18,78.45,58.64,69.87,C,18.8,No,No,High School,High,8
S7217,Sophia,Singh,student6217@univ.edu,Female,23,Mathematics,84.72,91.03,43.68,68.74,96.21,45.21,90.66,71.58,B,5.0,No,Yes,High School,Low,5
S7218,Mia,Johnson,student6218@univ.edu,Female,18,Mathematics,61.04,58.02,82.27,55.21,62.97,39.2,61.18,67.06,C,17.6,No,No,High School,High,6
S7219,Noah,Smith,student6219@univ.edu,Male,22,Engineering,72.77,51.66,61.64,85.05,47.17,63.57,63.74,61.52,C,14.5,No,No,None,High,6
S7220,Sophia,Sharma,student6220@univ.edu,Male,25,Engineering,92.86,91.14,53.36,81.5,80.6,88.97,94.95,75.99,B,16.7,Yes,No,High School,High,9
S7221,Ananya,Brown,student6221@univ.edu,Female,18,CS,99.3,93.4,67.86,77.1,80.06,56.17,83.1,79.14,B,17.9,Yes,No,High School,High,7
S7222,Liam,Davis,student6222@univ.edu,Male,21,Engineering,61.42,86.9,91.72,51.31,87.36,57.01,79.28,82.15,B,17.5,Yes,No,Master's,Low,10
S7223,Maria,Brown,student6223@univ.edu,Female,25,CS,82.05,67.24,86.94,84.18,64.76,78.2,98.25,81.08,B,7.0,No,Yes,Master's,High,10
S7224,Rahul,Smith,student6224@univ.edu,Female,19,Engineering,75.52,87.87,80.65,96.75,42.39,90.39,89.59,82.39,B,25.4,Yes,Yes,Bachelor's,Medium,2
S7225,Ava,Singh,student6225@univ.edu,Male,21,Business,83.89,42.86,69.65,70.39,71.62,81.82,79.8,64.78,C,12.3,No,No,Master's,Low,8
S7226,Emma,Johnson,student6226@univ.edu,Male,24,Mathematics,83.98,44.57,40.3,70.08,85.43,87.58,77.49,55.93,C,26.7,No,No,Master's,Low,5
S7227,Sophia,Williams,student6227@univ.edu,Male,25,Mathematics,65.04,93.03,90.7,79.96,43.52,61.79,58.96,80.19,B,20.7,Yes,No,High School,Low,7
S7228,Ava,Jones,student6228@univ.edu,Male,20,Mathematics,67.6,66.5,51.31,59.09,54.88,32.04,85.81,61.81,C,12.7,No,No,PhD,Medium,8
S7229,Lucas,Williams,student6229@univ.edu,Female,24,Engineering,87.92,75.94,43.64,65.6,74.01,94.29,70.07,62.01,C,17.6,Yes,Yes,High School,High,6
S7230,Ananya,Williams,student6230@univ.edu,Female,19,Physics,90.01,84.18,90.78,74.86,51.63,83.51,56.28,77.65,B,15.5,No,No,None,Medium,8
S7231,Arjun,Sharma,student6231@univ.edu,Female,25,Business,85.13,78.05,80.32,59.68,98.9,42.49,54.8,74.69,B,21.6,Yes,No,Bachelor's,Medium,6
S7232,Sara,Sharma,student6232@univ.edu,Male,21,Business,96.4,70.77,72.75,76.92,42.56,77.69,67.91,69.14,C,28.4,Yes,No,High School,High,2
S7233,John,Sharma,student6233@univ.edu,Male,22,Physics,67.47,56.62,67.77,73.87,64.02,52.01,57.36,63.96,C,25.5,Yes,Yes,None,High,6
S7234,Lucas,Patel,student6234@univ.edu,Female,20,Business,77.95,71.51,70.06,78.77,82.29,74.06,63.7,72.0,B,18.8,No,Yes,High School,Medium,2
S7235,Noah,Singh,student6235@univ.edu,Male,25,CS,69.78,72.39,63.76,51.97,84.04,49.23,96.01,71.01,B,12.0,Yes,No,PhD,High,4
S7236,Ahmed,Singh,student6236@univ.edu,Female,24,Mathematics,99.86,65.46,41.45,53.81,44.93,33.94,63.39,52.95,F,13.1,Yes,No,None,Low,10
S7237,Lucas,Williams,student6237@univ.edu,Male,22,Engineering,64.45,64.1,60.09,81.82,51.75,93.98,75.8,65.87,C,20.6,Yes,No,PhD,Medium,7
S7238,Arjun,Sharma,student6238@univ.edu,Male,19,Business,61.58,70.75,60.25,96.21,93.14,74.64,88.39,75.78,B,21.1,No,Yes,Bachelor's,High,8
S7239,Ava,Davis,student6239@univ.edu,Female,23,CS,60.68,78.67,49.74,84.13,40.63,51.76,75.85,65.14,C,13.3,No,No,Bachelor's,High,7
S7240,John,Singh,student6240@univ.edu,Male,23,Engineering,87.76,68.75,92.78,67.89,83.31,88.51,62.68,77.58,B,23.9,No,No,PhD,Low,1
S7241,Ananya,Williams,student6241@univ.edu,Male,23,Physics,75.73,47.08,40.2,87.19,51.17,33.58,74.86,55.26,C,13.7,Yes,Yes,None,High,5
S7242,Arjun,Smith,student6242@univ.edu,Female,23,Engineering,87.67,45.91,47.3,70.21,71.22,87.69,79.28,57.58,C,27.6,No,Yes,None,High,6
